join_date,group,city,state,country
2016/6/20,houston energy data science ,Houston,TX,us
2016/1/26,houston energy data science ,Houston,TX,us
2016/4/19,houston energy data science ,Houston,TX,us
2017/9/10,houston energy data science ,Houston,TX,us
2016/10/16,houston energy data science ,Houston,TX,us
2017/9/1,houston energy data science ,Houston,TX,us
2015/3/11,houston energy data science ,Dickinson,TX,us
2017/7/9,houston energy data science ,Houston,TX,us
2015/11/13,houston energy data science ,Houston,TX,us
2015/4/17,houston energy data science ,Sugar Land,TX,us
2016/7/25,houston energy data science ,Hyderabad,,in
2016/1/13,houston energy data science ,Katy,TX,us
2016/9/15,houston energy data science ,Houston,TX,us
2017/6/16,houston energy data science ,Houston,TX,us
2015/7/27,houston energy data science ,Katy,TX,us
2015/7/9,houston energy data science ,Houston,TX,us
2017/7/27,houston energy data science ,Houston,TX,us
2015/4/25,houston energy data science ,Delhi,,in
2017/8/25,houston energy data science ,Houston,TX,us
2015/12/7,houston energy data science ,Houston,TX,us
2015/11/1,houston energy data science ,Houston,TX,us
2014/10/26,houston energy data science ,Seabrook,TX,us
2015/4/8,houston energy data science ,Houston,TX,us
2016/2/4,houston energy data science ,Houston,TX,us
2016/3/30,houston energy data science ,Spring,TX,us
2017/7/31,houston energy data science ,Houston,TX,us
2015/5/6,houston energy data science ,Katy,TX,us
2016/8/10,houston energy data science ,Cypress,CA,us
2016/5/6,houston energy data science ,Humble,TX,us
2017/2/15,houston energy data science ,Houston,TX,us
2016/10/24,houston energy data science ,Sugar Land,TX,us
2016/11/17,houston energy data science ,Houston,TX,us
2015/9/7,houston energy data science ,Houston,TX,us
2015/6/11,houston energy data science ,Richmond,TX,us
2016/8/5,houston energy data science ,Hockley,TX,us
2016/8/16,houston energy data science ,Houston,TX,us
2017/6/12,houston energy data science ,Houston,TX,us
2015/11/10,houston energy data science ,Houston,TX,us
2015/8/31,houston energy data science ,Houston,TX,us
2017/3/21,houston energy data science ,Houston,TX,us
2015/10/17,houston energy data science ,Lincoln,NE,us
2016/3/27,houston energy data science ,Houston,TX,us
2017/2/26,houston energy data science ,Houston,TX,us
2016/5/18,houston energy data science ,Houston,TX,us
2016/6/8,houston energy data science ,Humble,TX,us
2017/4/13,houston energy data science ,Houston,TX,us
2017/2/14,houston energy data science ,Cincinnati,OH,us
2016/4/7,houston energy data science ,Houston,TX,us
2014/12/12,houston energy data science ,Houston,TX,us
2015/7/6,houston energy data science ,Houston,TX,us
2015/4/22,houston energy data science ,Spring,TX,us
2015/11/6,houston energy data science ,Austin,TX,us
2017/8/8,houston energy data science ,Houston,TX,us
2016/1/20,houston energy data science ,Baton Rouge,LA,us
2015/1/21,houston energy data science ,Houston,TX,us
2017/1/3,houston energy data science ,Houston,TX,us
2015/8/23,houston energy data science ,Houston,TX,us
2016/7/17,houston energy data science ,Houston,TX,us
2017/7/26,houston energy data science ,Houston,TX,us
2015/10/7,houston energy data science ,Houston,TX,us
2017/8/3,houston energy data science ,Houston,TX,us
2015/4/24,houston energy data science ,Houston,TX,us
2015/3/3,houston energy data science ,Houston,TX,us
2015/9/24,houston energy data science ,Houston,TX,us
2016/3/22,houston energy data science ,Katy,TX,us
2017/2/10,houston energy data science ,Houston,TX,us
2016/1/12,houston energy data science ,Houston,TX,us
2016/6/6,houston energy data science ,Houston,TX,us
2016/11/3,houston energy data science ,Houston,TX,us
2014/10/30,houston energy data science ,Austin,TX,us
2016/10/9,houston energy data science ,Missouri City,TX,us
2014/11/13,houston energy data science ,Houston,TX,us
2016/5/2,houston energy data science ,Cypress,TX,us
2017/8/23,houston energy data science ,London,17,gb
2015/8/5,houston energy data science ,Houston,TX,us
2015/10/9,houston energy data science ,Austin,TX,us
2017/8/25,houston energy data science ,Houston,TX,us
2016/3/9,houston energy data science ,Cleveland,TX,us
2017/5/12,houston energy data science ,Houston,TX,us
2015/10/26,houston energy data science ,Houston,TX,us
2017/2/8,houston energy data science ,West Chester,OH,us
2017/7/24,houston energy data science ,Austin,TX,us
2017/5/4,houston energy data science ,Genève,,ch
2015/10/4,houston energy data science ,Houston,TX,us
2016/10/6,houston energy data science ,Houston,TX,us
2017/2/17,houston energy data science ,Houston,TX,us
2015/1/21,houston energy data science ,Houston,TX,us
2017/10/2,houston energy data science ,Calgary,AB,ca
2015/9/3,houston energy data science ,Tomball,TX,us
2016/1/19,houston energy data science ,Houston,TX,us
2016/5/25,houston energy data science ,Houston,TX,us
2016/11/5,houston energy data science ,Houston,TX,us
2017/2/12,houston energy data science ,Houston,TX,us
2016/12/30,houston energy data science ,Houston,TX,us
2016/9/2,houston energy data science ,Houston,TX,us
2015/1/30,houston energy data science ,Spring,TX,us
2016/7/22,houston energy data science ,Houston,TX,us
2017/10/6,houston energy data science ,Houston,TX,us
2014/12/22,houston energy data science ,Bellaire,TX,us
2016/6/4,houston energy data science ,Houston,TX,us
2015/11/16,houston energy data science ,Houston,TX,us
2017/7/2,houston energy data science ,Edmond,OK,us
2016/4/5,houston energy data science ,Houston,TX,us
2015/8/7,houston energy data science ,Pasadena,TX,us
2015/11/4,houston energy data science ,Houston,TX,us
2015/9/18,houston energy data science ,Friendswood,TX,us
2015/12/20,houston energy data science ,Dallas,TX,us
2017/1/15,houston energy data science ,Houston,TX,us
2017/7/22,houston energy data science ,Beaumont,TX,us
2015/2/18,houston energy data science ,Houston,TX,us
2016/4/19,houston energy data science ,Richardson,TX,us
2015/10/30,houston energy data science ,Houston,TX,us
2015/3/23,houston energy data science ,Friendswood,TX,us
2016/2/13,houston energy data science ,Cedar Rapids,IA,us
2015/5/4,houston energy data science ,Houston,TX,us
2016/11/14,houston energy data science ,Houston,TX,us
2016/9/13,houston energy data science ,Dallas,TX,us
2017/7/28,houston energy data science ,Houston,TX,us
2017/3/22,houston energy data science ,Houston,TX,us
2017/3/28,houston energy data science ,Houston,TX,us
2016/3/22,houston energy data science ,Houston,TX,us
2015/11/26,houston energy data science ,San Jose,CA,us
2016/4/9,houston energy data science ,Glen Flora,TX,us
2017/5/24,houston energy data science ,Richmond,TX,us
2015/7/26,houston energy data science ,Bangkok,,th
2017/7/22,houston energy data science ,Houston,TX,us
2016/8/17,houston energy data science ,Minsk,,by
2017/2/17,houston energy data science ,Houston,TX,us
2016/7/7,houston energy data science ,Houston,TX,us
2015/9/24,houston energy data science ,Bellaire,TX,us
2017/8/18,houston energy data science ,Katy,TX,us
2017/1/10,houston energy data science ,Houston,TX,us
2015/4/8,houston energy data science ,Houston,TX,us
2015/12/26,houston energy data science ,Houston,TX,us
2015/8/27,houston energy data science ,Missouri City,TX,us
2016/6/23,houston energy data science ,Houston,TX,us
2017/7/20,houston energy data science ,Houston,TX,us
2015/3/19,houston energy data science ,Houston,TX,us
2016/1/15,houston energy data science ,Houston,TX,us
2016/10/23,houston energy data science ,Plano,TX,us
2015/3/31,houston energy data science ,Houston,TX,us
2017/4/20,houston energy data science ,Houston,TX,us
2015/9/16,houston energy data science ,Houston,TX,us
2016/12/5,houston energy data science ,Houston,TX,us
2016/5/31,houston energy data science ,Houston,TX,us
2016/2/26,houston energy data science ,Houston,TX,us
2015/8/4,houston energy data science ,Houston,TX,us
2016/8/27,houston energy data science ,Houston,TX,us
2015/9/16,houston energy data science ,Owasso,OK,us
2017/1/9,houston energy data science ,Houston,TX,us
2015/7/29,houston energy data science ,Houston,TX,us
2016/2/8,houston energy data science ,Coacalco,,mx
2015/2/28,houston energy data science ,Houston,TX,us
2015/10/31,houston energy data science ,Houston,TX,us
2017/1/19,houston energy data science ,Los Angeles,CA,us
2015/3/20,houston energy data science ,Houston,TX,us
2015/6/15,houston energy data science ,Houston,TX,us
2015/8/29,houston energy data science ,Austin,TX,us
2015/5/31,houston energy data science ,Houston,TX,us
2016/7/29,houston energy data science ,Katy,TX,us
2017/8/23,houston energy data science ,Katy,TX,us
2015/9/12,houston energy data science ,Spring,TX,us
2016/1/4,houston energy data science ,Spring,TX,us
2017/4/17,houston energy data science ,Houston,TX,us
2016/3/10,houston energy data science ,Kingwood,TX,us
2017/7/17,houston energy data science ,Houston,TX,us
2015/7/19,houston energy data science ,Houston,TX,us
2014/11/14,houston energy data science ,Houston,TX,us
2017/1/31,houston energy data science ,Houston,TX,us
2017/8/15,houston energy data science ,Houston,TX,us
2015/1/19,houston energy data science ,Houston,TX,us
2015/4/4,houston energy data science ,Houston,TX,us
2017/7/15,houston energy data science ,Sugar Land,TX,us
2015/2/3,houston energy data science ,Houston,TX,us
2015/8/4,houston energy data science ,Houston,TX,us
2016/5/16,houston energy data science ,Houston,TX,us
2016/1/26,houston energy data science ,Houston,TX,us
2016/5/10,houston energy data science ,Houston,TX,us
2016/10/15,houston energy data science ,Houston,TX,us
2016/3/19,houston energy data science ,Houston,TX,us
2016/1/13,houston energy data science ,Houston,TX,us
2015/1/21,houston energy data science ,Houston,TX,us
2016/6/3,houston energy data science ,Hsinchu,,tw
2017/1/26,houston energy data science ,Sugar Land,TX,us
2016/9/20,houston energy data science ,Houston,TX,us
2016/8/14,houston energy data science ,Houston,TX,us
2015/8/7,houston energy data science ,Houston,TX,us
2015/8/24,houston energy data science ,Houston,TX,us
2016/3/9,houston energy data science ,Spring,TX,us
2015/7/12,houston energy data science ,Houston,TX,us
2015/6/9,houston energy data science ,Spring,TX,us
2017/1/1,houston energy data science ,Seattle,WA,us
2016/4/29,houston energy data science ,Houston,TX,us
2016/6/23,houston energy data science ,Austin,TX,us
2015/8/28,houston energy data science ,Houston,TX,us
2015/7/15,houston energy data science ,Houston,TX,us
2015/8/1,houston energy data science ,Houston,TX,us
2015/10/7,houston energy data science ,Houston,TX,us
2017/8/17,houston energy data science ,Houston,TX,us
2016/7/29,houston energy data science ,Houston,TX,us
2017/10/12,houston energy data science ,Houston,TX,us
2016/9/7,houston energy data science ,Houston,TX,us
2016/11/23,houston energy data science ,Houston,TX,us
2015/7/18,houston energy data science ,Atlanta,GA,us
2017/3/6,houston energy data science ,Houston,TX,us
2017/2/3,houston energy data science ,Houston,TX,us
2017/9/7,houston energy data science ,Houston,TX,us
2017/8/9,houston energy data science ,Katy,TX,us
2017/3/1,houston energy data science ,Houston,TX,us
2017/4/25,houston energy data science ,Houston,TX,us
2014/8/20,houston energy data science ,Houston,TX,us
2017/7/31,houston energy data science ,Houston,TX,us
2017/2/3,houston energy data science ,Houston,TX,us
2016/3/22,houston energy data science ,Houston,TX,us
2016/3/31,houston energy data science ,Houston,TX,us
2017/8/21,houston energy data science ,Houston,TX,us
2017/3/20,houston energy data science ,Houston,TX,us
2017/8/15,houston energy data science ,Houston,TX,us
2016/3/31,houston energy data science ,Houston,TX,us
2015/8/2,houston energy data science ,Houston,TX,us
2015/8/18,houston energy data science ,Houston,TX,us
2016/1/14,houston energy data science ,Calgary,AB,ca
2015/2/9,houston energy data science ,Houston,TX,us
2017/9/2,houston energy data science ,Houston,TX,us
2017/7/31,houston energy data science ,Houston,TX,us
2015/2/26,houston energy data science ,Houston,TX,us
2015/10/22,houston energy data science ,Katy,TX,us
2015/7/14,houston energy data science ,Houston,TX,us
2015/10/4,houston energy data science ,Houston,TX,us
2015/8/4,houston energy data science ,Houston,TX,us
2016/12/12,houston energy data science ,Houston,TX,us
2016/8/16,houston energy data science ,Sugar Land,TX,us
2017/10/1,houston energy data science ,Houston,TX,us
2017/5/31,houston energy data science ,Houston,TX,us
2016/9/1,houston energy data science ,Houston,TX,us
2016/11/30,houston energy data science ,Houston,TX,us
2015/12/31,houston energy data science ,Houston,TX,us
2016/8/10,houston energy data science ,Houston,TX,us
2015/10/24,houston energy data science ,Houston,TX,us
2016/2/13,houston energy data science ,Houston,TX,us
2016/9/12,houston energy data science ,Houston,TX,us
2015/2/16,houston energy data science ,Houston,TX,us
2016/11/8,houston energy data science ,Houston,TX,us
2017/3/28,houston energy data science ,Houston,TX,us
2015/10/29,houston energy data science ,Cypress,TX,us
2017/5/9,houston energy data science ,Houston,TX,us
2015/3/31,houston energy data science ,Houston,TX,us
2015/11/12,houston energy data science ,Beijing,,cn
2015/3/13,houston energy data science ,Houston,TX,us
2017/8/12,houston energy data science ,Missouri City,TX,us
2017/8/17,houston energy data science ,Houston,TX,us
2016/5/21,houston energy data science ,Houston,TX,us
2015/10/5,houston energy data science ,Houston,TX,us
2015/7/27,houston energy data science ,Katy,TX,us
2015/9/21,houston energy data science ,Houston,TX,us
2015/8/23,houston energy data science ,Minneapolis,MN,us
2017/1/4,houston energy data science ,Houston,TX,us
2017/8/17,houston energy data science ,Houston,TX,us
2016/7/28,houston data visualization ,Houston,TX,us
2014/4/11,houston data visualization ,Houston,TX,us
2016/11/5,houston data visualization ,Houston,TX,us
2015/3/16,houston data visualization ,Boston,MA,us
2015/6/29,houston data visualization ,Franklin,TN,us
2017/6/23,houston data visualization ,Houston,TX,us
2016/8/2,houston data visualization ,Houston,TX,us
2015/9/11,houston data visualization ,Houston,TX,us
2016/7/18,houston data visualization ,Houston,TX,us
2015/11/2,houston data visualization ,Houston,TX,us
2015/6/20,houston data visualization ,Houston,TX,us
2015/5/6,houston data visualization ,Friendswood,TX,us
2017/6/20,houston data visualization ,Houston,TX,us
2015/8/5,houston data visualization ,Houston,TX,us
2015/8/22,houston data visualization ,Houston,TX,us
2017/6/4,houston data visualization ,Houston,TX,us
2015/9/14,houston data visualization ,Houston,TX,us
2016/9/21,houston data visualization ,Cincinnati,OH,us
2015/3/20,houston data visualization ,League City,TX,us
2014/4/24,houston data visualization ,Houston,TX,us
2015/9/18,houston data visualization ,Houston,TX,us
2014/1/24,houston data visualization ,Houston,TX,us
2016/7/1,houston data visualization ,Houston,TX,us
2017/6/24,houston data visualization ,Houston,TX,us
2015/7/24,houston data visualization ,Spring,TX,us
2014/9/28,houston data visualization ,Spring,TX,us
2015/2/2,houston data visualization ,Houston,TX,us
2017/3/23,houston data visualization ,Sugar Land,TX,us
2014/10/30,houston data visualization ,Houston,TX,us
2016/6/1,houston data visualization ,Houston,TX,us
2016/2/8,houston data visualization ,Houston,TX,us
2016/2/8,houston data visualization ,Bellaire,TX,us
2015/3/11,houston data visualization ,Houston,TX,us
2017/1/16,houston data visualization ,Houston,TX,us
2016/4/2,houston data visualization ,Houston,TX,us
2017/4/29,houston data visualization ,Houston,TX,us
2017/5/9,houston data visualization ,Houston,TX,us
2016/12/7,houston data visualization ,Houston,TX,us
2016/7/3,houston data visualization ,Houston,TX,us
2016/10/19,houston data visualization ,Plano,TX,us
2014/9/30,houston data visualization ,Houston,TX,us
2017/1/9,houston data visualization ,Katy,TX,us
2016/1/21,houston data visualization ,Houston,TX,us
2016/4/8,houston data visualization ,Houston,TX,us
2017/6/24,houston data visualization ,Houston,TX,us
2017/10/6,houston data visualization ,Houston,TX,us
2015/4/21,houston data visualization ,Houston,TX,us
2013/12/3,houston data visualization ,Houston,TX,us
2015/10/3,houston data visualization ,Missouri City,TX,us
2017/5/22,houston data visualization ,Houston,TX,us
2017/3/12,houston data visualization ,Madrid,,es
2017/1/12,houston data visualization ,Houston,TX,us
2017/8/1,houston data visualization ,Houston,TX,us
2016/8/20,houston data visualization ,Alief,TX,us
2016/3/3,houston data visualization ,Sugar Land,TX,us
2016/6/19,houston data visualization ,Spring,TX,us
2017/8/9,houston data visualization ,Colorado Springs,CO,us
2016/6/9,houston data visualization ,Addison,TX,us
2014/9/30,houston data visualization ,Houston,TX,us
2016/1/23,houston data visualization ,Houston,TX,us
2015/10/22,houston data visualization ,Cypress,TX,us
2017/4/12,houston data visualization ,Houston,TX,us
2016/6/21,houston data visualization ,Houston,TX,us
2017/1/17,houston data visualization ,Houston,TX,us
2016/11/1,houston data visualization ,Houston,TX,us
2014/3/20,houston data visualization ,Houston,TX,us
2017/6/24,houston data visualization ,Houston,TX,us
2016/10/21,houston data visualization ,Houston,TX,us
2016/11/29,houston data visualization ,Houston,TX,us
2014/3/18,houston data visualization ,Houston,TX,us
2016/6/8,houston data visualization ,Houston,TX,us
2015/11/21,houston data visualization ,Houston,TX,us
2017/3/9,houston data visualization ,Tempe,AZ,us
2017/5/19,houston data visualization ,Houston,TX,us
2016/2/16,houston data visualization ,Charlotte,NC,us
2015/3/14,houston data visualization ,Houston,TX,us
2015/8/21,houston data visualization ,Pearland,TX,us
2017/5/31,houston data visualization ,Houston,TX,us
2015/9/17,houston data visualization ,Houston,TX,us
2016/8/15,houston data visualization ,Houston,TX,us
2016/12/10,houston data visualization ,Houston,TX,us
2016/8/6,houston data visualization ,Houston,TX,us
2014/7/1,houston data visualization ,New York,NY,us
2015/6/4,houston data visualization ,Houston,TX,us
2017/3/6,houston data visualization ,Friendswood,TX,us
2016/7/5,houston data visualization ,Dallas,TX,us
2017/3/29,houston data visualization ,Houston,TX,us
2015/1/16,houston data visualization ,Houston,TX,us
2015/5/17,houston data visualization ,Houston,TX,us
2016/4/7,houston data visualization ,Houston,TX,us
2016/8/24,houston data visualization ,Houston,TX,us
2017/6/5,houston data visualization ,Houston,TX,us
2013/12/23,houston data visualization ,Houston,TX,us
2017/10/13,houston data visualization ,Houston,TX,us
2013/10/31,houston data visualization ,Houston,TX,us
2015/5/19,houston data visualization ,Houston,TX,us
2017/6/23,houston data visualization ,Katy,TX,us
2015/11/22,houston data visualization ,Houston,TX,us
2016/3/8,houston data visualization ,Houston,TX,us
2014/4/23,houston data visualization ,Houston,TX,us
2014/10/28,houston data visualization ,Houston,TX,us
2015/10/12,houston data visualization ,Stafford,TX,us
2014/8/10,houston data visualization ,Houston,TX,us
2016/2/25,houston data visualization ,Houston,TX,us
2015/3/30,houston data visualization ,Houston,TX,us
2017/8/17,houston data visualization ,Houston,TX,us
2017/2/24,houston data visualization ,Houston,TX,us
2016/6/23,houston data visualization ,Bangalore,,in
2017/1/24,houston data visualization ,Houston,TX,us
2015/6/29,houston data visualization ,Humble,TX,us
2017/2/22,houston data visualization ,Bellaire,TX,us
2016/2/2,houston data visualization ,Humble,TX,us
2016/12/3,houston data visualization ,Houston,TX,us
2016/8/26,houston data visualization ,Houston,TX,us
2016/2/23,houston data visualization ,Houston,TX,us
2017/1/14,houston data visualization ,Houston,TX,us
2017/6/2,houston data visualization ,Houston,TX,us
2016/5/1,houston data visualization ,Houston,TX,us
2016/11/8,houston data visualization ,Houston,TX,us
2017/8/19,houston data visualization ,Houston,TX,us
2016/1/26,houston data visualization ,Houston,TX,us
2017/2/4,houston data visualization ,Houston,TX,us
2016/4/22,houston data visualization ,Spring,TX,us
2016/12/14,houston data visualization ,Houston,TX,us
2017/9/28,houston data visualization ,Houston,TX,us
2017/6/13,houston data visualization ,Houston,TX,us
2017/5/22,houston data visualization ,Edinburgh,V5,gb
2017/8/23,houston data visualization ,Houston,TX,us
2016/3/5,houston data visualization ,Houston,TX,us
2015/11/4,houston data visualization ,Pearland,TX,us
2015/10/12,houston data visualization ,Houston,TX,us
2017/7/6,houston data visualization ,Houston,TX,us
2017/1/12,houston data visualization ,Houston,TX,us
2016/11/4,houston data visualization ,Houston,TX,us
2017/7/6,houston data visualization ,Houston,TX,us
2017/8/14,houston data visualization ,Houston,TX,us
2014/8/7,houston data visualization ,Houston,TX,us
2017/5/19,houston data visualization ,Houston,TX,us
2015/8/5,houston data visualization ,Webster,TX,us
2015/2/28,houston data visualization ,Houston,TX,us
2016/1/5,houston data visualization ,Sugar Land,TX,us
2016/4/17,houston data visualization ,Houston,TX,us
2017/8/15,houston data visualization ,Houston,TX,us
2017/6/6,houston data visualization ,Houston,TX,us
2015/4/9,houston data visualization ,Hyderabad,,in
2016/3/1,houston data visualization ,Houston,TX,us
2015/9/12,houston data visualization ,Katy,TX,us
2017/8/14,houston data visualization ,Texas City,TX,us
2016/10/26,houston data visualization ,Houston,TX,us
2015/6/6,houston data visualization ,Houston,TX,us
2017/8/11,houston data visualization ,Houston,TX,us
2016/12/23,houston data visualization ,Spring,TX,us
2017/3/13,houston data visualization ,Houston,TX,us
2016/5/30,houston data visualization ,Houston,TX,us
2017/6/19,houston data visualization ,Houston,TX,us
2016/9/24,houston data visualization ,Houston,TX,us
2016/4/24,houston data visualization ,Sugar Land,TX,us
2017/1/4,houston data visualization ,Houston,TX,us
2016/7/12,houston data visualization ,Dubai,,ae
2015/8/18,houston data visualization ,Houston,TX,us
2016/10/2,houston data visualization ,Houston,TX,us
2014/10/6,houston data visualization ,Houston,TX,us
2015/9/7,houston data visualization ,Chicago,IL,us
2014/5/15,houston data visualization ,Houston,TX,us
2016/1/14,houston data visualization ,Houston,TX,us
2017/6/8,houston data visualization ,Houston,TX,us
2017/7/24,houston data visualization ,Houston,TX,us
2016/12/9,houston data visualization ,Houston,TX,us
2017/6/7,houston data visualization ,Houston,TX,us
2015/5/11,houston data visualization ,Conroe,TX,us
2014/4/3,houston data visualization ,Houston,TX,us
2013/11/5,houston data visualization ,Houston,TX,us
2017/1/29,houston data visualization ,Houston,TX,us
2016/11/20,houston data visualization ,Houston,TX,us
2016/5/28,houston data visualization ,Houston,TX,us
2016/6/24,houston data visualization ,Houston,TX,us
2017/6/24,houston data visualization ,Houston,TX,us
2017/6/4,houston data visualization ,Houston,TX,us
2014/3/17,houston data visualization ,Bellaire,TX,us
2016/1/9,houston data visualization ,Houston,TX,us
2017/2/18,houston data visualization ,Houston,TX,us
2017/7/10,houston data visualization ,Texas City,TX,us
2016/2/1,houston data visualization ,San Francisco,CA,us
2015/4/1,houston data visualization ,Houston,TX,us
2013/11/16,houston data visualization ,San Jose,CA,us
2016/12/8,houston data visualization ,Winnetka,CA,us
2016/12/10,houston data visualization ,Houston,TX,us
2015/12/11,houston data visualization ,Houston,TX,us
2014/7/11,houston data visualization ,Houston,TX,us
2016/7/8,houston data visualization ,Houston,TX,us
2017/1/9,houston data visualization ,Houston,TX,us
2015/6/2,houston data visualization ,Houston,TX,us
2014/8/5,houston data visualization ,Houston,TX,us
2015/3/27,houston data visualization ,Houston,TX,us
2014/7/18,houston data visualization ,Houston,TX,us
2016/2/3,houston data visualization ,Houston,TX,us
2016/11/7,houston data visualization ,Houston,TX,us
2014/10/31,houston data visualization ,Dallas,TX,us
2016/8/28,houston data visualization ,Houston,TX,us
2016/7/11,houston data visualization ,Lagos,,ng
2015/1/22,houston data visualization ,New Orleans,LA,us
2014/10/31,houston data visualization ,Houston,TX,us
2016/12/7,houston data visualization ,Houston,TX,us
2014/9/9,houston data visualization ,Houston,TX,us
2017/4/2,houston data visualization ,Houston,TX,us
2016/12/22,houston data visualization ,Sugar Land,TX,us
2016/12/27,houston data visualization ,Houston,TX,us
2015/3/9,houston data visualization ,Houston,TX,us
2013/11/9,houston data visualization ,Houston,TX,us
2016/5/2,houston data visualization ,Houston,TX,us
2014/6/9,houston data visualization ,San Diego,CA,us
2017/8/14,houston data visualization ,Katy,TX,us
2016/5/27,houston data visualization ,Houston,TX,us
2017/3/5,houston data visualization ,Houston,TX,us
2016/4/21,houston data visualization ,Houston,TX,us
2016/3/22,houston data visualization ,Houston,TX,us
2017/6/10,houston data visualization ,Houston,TX,us
2014/7/30,houston data visualization ,Sugar Land,TX,us
2017/1/20,houston data visualization ,Houston,TX,us
2015/8/9,houston data visualization ,Houston,TX,us
2016/11/10,houston data visualization ,Houston,TX,us
2015/1/4,houston data visualization ,Houston,TX,us
2017/3/1,houston data visualization ,Houston,TX,us
2017/7/6,houston data visualization ,Houston,TX,us
2016/11/30,houston data visualization ,Houston,TX,us
2015/9/29,houston data visualization ,Bellaire,TX,us
2015/3/21,houston data visualization ,Houston,TX,us
2014/1/3,houston data visualization ,Houston,TX,us
2017/7/29,houston data visualization ,Hazelwood,MO,us
2015/5/5,houston data visualization ,Houston,TX,us
2013/10/27,houston data visualization ,Houston,TX,us
2016/6/23,houston data visualization ,Pearland,TX,us
2015/6/8,houston data visualization ,Round Rock,TX,us
2016/9/13,houston data visualization ,Houston,TX,us
2015/10/30,houston data visualization ,Missouri City,TX,us
2017/6/26,houston data visualization ,Houston,TX,us
2015/1/22,houston data visualization ,Houston,TX,us
2016/7/11,houston data visualization ,Houston,TX,us
2015/9/10,houston data visualization ,North Houston,TX,us
2014/7/28,houston data visualization ,Houston,TX,us
2016/12/13,houston data visualization ,Houston,TX,us
2015/5/11,houston data visualization ,Houston,TX,us
2015/11/2,houston data visualization ,Houston,TX,us
2016/10/27,houston data visualization ,Cypress,TX,us
2016/6/2,houston data visualization ,Houston,TX,us
2014/7/21,houston data visualization ,Houston,TX,us
2015/6/28,houston data visualization ,Houston,TX,us
2015/10/19,houston data visualization ,Houston,TX,us
2015/7/27,houston data visualization ,Houston,TX,us
2014/11/17,houston data visualization ,Houston,TX,us
2016/6/15,houston data visualization ,Houston,TX,us
2017/7/3,houston data visualization ,Austin,TX,us
2016/1/15,houston data visualization ,Sugar Land,TX,us
2016/3/19,houston data visualization ,Stillwater,OK,us
2015/4/12,houston data visualization ,League City,TX,us
2015/11/4,houston data visualization ,League City,TX,us
2015/3/9,houston data visualization ,Houston,TX,us
2016/2/12,houston data visualization ,Houston,TX,us
2017/6/10,houston data visualization ,Houston,TX,us
2015/10/25,houston data visualization ,Houston,TX,us
2016/10/15,houston data visualization ,Kingwood,TX,us
2015/2/10,houston data visualization ,Houston,TX,us
2016/6/22,houston data visualization ,Houston,TX,us
2015/6/13,houston data visualization ,Bellaire,TX,us
2016/1/21,houston data visualization ,Austin,TX,us
2016/10/29,houston data visualization ,Houston,TX,us
2016/3/5,houston data visualization ,Houston,TX,us
2017/3/21,houston data visualization ,Houston,TX,us
2014/4/5,houston data visualization ,Houston,TX,us
2015/10/20,houston data visualization ,Houston,TX,us
2014/12/20,houston data visualization ,Katy,TX,us
2016/5/2,houston data visualization ,Houston,TX,us
2016/7/6,houston data visualization ,Houston,TX,us
2017/1/18,houston data visualization ,Houston,TX,us
2015/2/9,houston data visualization ,Spring,TX,us
2017/9/5,houston data visualization ,Houston,TX,us
2017/4/25,houston data visualization ,Houston,TX,us
2016/12/15,houston data visualization ,Houston,TX,us
2016/8/26,houston data visualization ,Houston,TX,us
2017/2/21,houston data visualization ,Houston,TX,us
2017/1/3,houston data visualization ,Kathmandu,,np
2015/4/29,houston data visualization ,Houston,TX,us
2016/5/11,houston data visualization ,Houston,TX,us
2017/4/8,houston data visualization ,Houston,TX,us
2014/4/1,houston data visualization ,Houston,TX,us
2016/1/30,houston data visualization ,Houston,TX,us
2016/9/15,houston data visualization ,Houston,TX,us
2017/6/22,houston data visualization ,Houston,TX,us
2015/4/25,houston data visualization ,Houston,TX,us
2016/11/29,houston data visualization ,Houston,TX,us
2015/7/3,houston data visualization ,Statesboro,GA,us
2015/4/22,houston data visualization ,Houston,TX,us
2015/12/16,houston data visualization ,Houston,TX,us
2015/4/23,houston data visualization ,Houston,TX,us
2015/12/14,houston data visualization ,Pearland,TX,us
2013/11/5,houston data visualization ,Houston,TX,us
2014/8/4,houston data visualization ,Houston,TX,us
2015/12/9,houston data visualization ,Atlanta,GA,us
2017/4/8,houston data visualization ,Houston,TX,us
2017/8/7,houston data visualization ,Houston,TX,us
2016/10/24,houston data visualization ,Houston,TX,us
2016/8/18,houston data visualization ,Houston,TX,us
2016/7/21,houston data visualization ,Houston,TX,us
2016/10/29,houston data visualization ,Houston,TX,us
2016/3/8,houston data visualization ,Houston,TX,us
2015/9/23,houston data visualization ,Houston,TX,us
2015/8/11,houston data visualization ,Houston,TX,us
2016/11/17,houston data visualization ,Houston,TX,us
2017/6/16,houston data visualization ,Houston,TX,us
2016/11/15,houston data visualization ,Houston,TX,us
2016/6/19,houston data visualization ,San Francisco,CA,us
2016/6/19,houston data visualization ,Houston,TX,us
2016/7/6,houston data visualization ,Houston,TX,us
2015/8/30,houston data visualization ,Houston,TX,us
2016/4/22,houston data visualization ,Swannanoa,NC,us
2016/10/11,houston data visualization ,Houston,TX,us
2017/4/3,houston data visualization ,Houston,TX,us
